"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","YVPOMIL1_ST","Net migration","A","Annual","2013","2013",,,"0","Units",,,54.728,,
"AUT","Austria","YVPOMIL1_ST","Net migration","A","Annual","2014","2014",,,"0","Units",,,72.324,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","1993","1993","PER","Persons","3","Thousands",,,0,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","1994","1994","PER","Persons","3","Thousands",,,0,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","1995","1995","PER","Persons","3","Thousands",,,0,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","1996","1996","PER","Persons","3","Thousands",,,0,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","1997","1997","PER","Persons","3","Thousands",,,-1,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","1998","1998","PER","Persons","3","Thousands",,,0,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","1999","1999","PER","Persons","3","Thousands",,,0,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2000","2000","PER","Persons","3","Thousands",,,1,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2001","2001","PER","Persons","3","Thousands",,,9.039,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2002","2002","PER","Persons","3","Thousands",,,1.071,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2003","2003","PER","Persons","3","Thousands",,,2.692,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2004","2004","PER","Persons","3","Thousands",,,3.284,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2005","2005","PER","Persons","3","Thousands",,,5.606,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2006","2006","PER","Persons","3","Thousands",,,0.964,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2007","2007","PER","Persons","3","Thousands",,,-2.09,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2008","2008","PER","Persons","3","Thousands",,,-0.305,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2009","2009","PER","Persons","3","Thousands",,,0.624,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2010","2010","PER","Persons","3","Thousands",,,0.662,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2011","2011","PER","Persons","3","Thousands",,,0.622,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2012","2012","PER","Persons","3","Thousands",,,0.426,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1.394,,
"AUT","Austria","YVPOSAL1_ST","Statistical adjustments","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1.346,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","1993","1993","_1000","Per thousand","0","Units",,,5.84735,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","1994","1994","_1000","Per thousand","0","Units",,,1.857709,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","1995","1995","_1000","Per thousand","0","Units",,,1.205041,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","1996","1996","_1000","Per thousand","0","Units",,,1.495034,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,0.646332,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,1.422252,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,2.467993,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,2.466434,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,5.308685,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,4.53269,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,5.208447,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,7.193618,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,6.43414,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,3.469252,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,3.01429,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,3.246291,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,1.994409,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,2.812372,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,3.92736,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,5.188499,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,6.595185,,
"AUT","Austria","YVPOI3R1_ST","Total increase rate","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,9.026069,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","1993","1993","_1000","Per thousand","0","Units",,,12.04546,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","1994","1994","_1000","Per thousand","0","Units",,,11.64486,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","1995","1995","_1000","Per thousand","0","Units",,,11.15575,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","1996","1996","_1000","Per thousand","0","Units",,,11.15829,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,10.54776,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,10.18367,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,9.776631,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,9.769376,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,9.382648,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,9.700498,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,9.474202,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,9.66328,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,9.503115,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,9.422831,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,9.191746,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,9.343513,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,9.150311,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,9.415067,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,9.307951,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,9.365609,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,9.355148,,
"AUT","Austria","YVPOBIR1_ST","Crude birth rate","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,9.562204,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","1993","1993","_1000","Per thousand","0","Units",,,10.43775,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","1994","1994","_1000","Per thousand","0","Units",,,10.16668,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","1995","1995","_1000","Per thousand","0","Units",,,10.2124,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","1996","1996","_1000","Per thousand","0","Units",,,10.15075,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,9.968824,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,9.820869,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,9.784389,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,9.583645,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,9.296726,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,9.419872,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,9.506831,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,9.091081,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,9.138377,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,8.985152,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,8.995855,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,9.022777,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,9.274602,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,9.230572,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,9.11371,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,9.423023,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,9.378262,,
"AUT","Austria","YVPODER1_ST","Crude death rate","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,9.156183,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","1993","1993","_1000","Per thousand","0","Units",,,1.607715,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","1994","1994","_1000","Per thousand","0","Units",,,1.478179,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","1995","1995","_1000","Per thousand","0","Units",,,0.943349,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","1996","1996","_1000","Per thousand","0","Units",,,1.007537,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,0.5789378,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,0.3628027,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,-0.007757444,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,0.1857315,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,0.08592077,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,0.2806251,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,-0.03262975,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,0.5722001,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,0.3647378,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,0.4376777,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,0.1958897,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,0.3207356,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,-0.124291,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,0.1844943,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,0.1942409,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,-0.05741406,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,-0.02311369,,
"AUT","Austria","YVPOI2R1_ST","Natural increase rate","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,0.406021,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","1993","1993","_1000","Per thousand","0","Units",,,4.239635,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","1994","1994","_1000","Per thousand","0","Units",,,0.3795307,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","1995","1995","_1000","Per thousand","0","Units",,,0.2616919,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","1996","1996","_1000","Per thousand","0","Units",,,0.4874974,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,0.1928956,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,1.059449,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,2.475751,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,2.155883,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,4.098831,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,4.119547,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,4.909607,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,6.219556,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,5.388056,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,2.914989,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,3.070344,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,2.962208,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,2.04391,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,2.548723,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,3.658998,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,5.19538,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,6.453908,,
"AUT","Austria","YVPOMIR1_ST","Net migration rate","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,8.462554,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1993","1993","PER","Persons","3","Thousands",,,10084.47,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1994","1994","PER","Persons","3","Thousands",,,10115.6,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1995","1995","PER","Persons","3","Thousands",,,10136.81,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1996","1996","PER","Persons","3","Thousands",,,10156.64,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1997","1997","PER","Persons","3","Thousands",,,10181.25,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1998","1998","PER","Persons","3","Thousands",,,10203.01,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1999","1999","PER","Persons","3","Thousands",,,10226.42,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2000","2000","PER","Persons","3","Thousands",,,10251.25,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2001","2001","PER","Persons","3","Thousands",,,10286.57,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2002","2002","PER","Persons","3","Thousands",,,10332.78,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2003","2003","PER","Persons","3","Thousands",,,10376.13,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2004","2004","PER","Persons","3","Thousands",,,10421.14,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2005","2005","PER","Persons","3","Thousands",,,10478.62,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2006","2006","PER","Persons","3","Thousands",,,10547.96,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2007","2007","PER","Persons","3","Thousands",,,10625.7,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2008","2008","PER","Persons","3","Thousands",,,10709.97,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2009","2009","PER","Persons","3","Thousands",,,10796.49,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2010","2010","PER","Persons","3","Thousands",,,10920.27,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2011","2011","PER","Persons","3","Thousands",,,11047.74,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2012","2012","PER","Persons","3","Thousands",,,11128.25,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2013","2013","PER","Persons","3","Thousands",,,11178.44,,
"BEL","Belgium","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2014","2014","PER","Persons","3","Thousands",,,11227.28,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1993","1993","PER","Persons","3","Thousands",,,5152.627,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1994","1994","PER","Persons","3","Thousands",,,5168.155,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1995","1995","PER","Persons","3","Thousands",,,5180.082,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1996","1996","PER","Persons","3","Thousands",,,5191.354,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1997","1997","PER","Persons","3","Thousands",,,5204.019,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1998","1998","PER","Persons","3","Thousands",,,5214.813,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1999","1999","PER","Persons","3","Thousands",,,5226.552,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2000","2000","PER","Persons","3","Thousands",,,5239.233,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2001","2001","PER","Persons","3","Thousands",,,5256.416,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2002","2002","PER","Persons","3","Thousands",,,5278.198,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2003","2003","PER","Persons","3","Thousands",,,5299.102,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2004","2004","PER","Persons","3","Thousands",,,5321.886,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,5351.044,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,5385.343,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,5422.841,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,5463.493,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,5506.056,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,5563.302,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5620.995,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5658.638,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5681.328,,
"BEL","Belgium","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5705.901,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1993","1993","PER","Persons","3","Thousands",,,4931.848,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1994","1994","PER","Persons","3","Thousands",,,4947.447,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1995","1995","PER","Persons","3","Thousands",,,4956.728,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1996","1996","PER","Persons","3","Thousands",,,4965.282,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1997","1997","PER","Persons","3","Thousands",,,4977.226,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1998","1998","PER","Persons","3","Thousands",,,4988.195,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1999","1999","PER","Persons","3","Thousands",,,4999.866,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2000","2000","PER","Persons","3","Thousands",,,5012.016,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2001","2001","PER","Persons","3","Thousands",,,5030.153,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2002","2002","PER","Persons","3","Thousands",,,5054.586,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2003","2003","PER","Persons","3","Thousands",,,5077.03,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2004","2004","PER","Persons","3","Thousands",,,5099.25,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,5127.573,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,5162.614,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,5202.858,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,5246.48,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,5290.436,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,5356.969,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5426.749,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5469.608,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5497.108,,
"BEL","Belgium","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5521.382,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","1993","1993","PER","Persons","3","Thousands",,,10068.32,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","1994","1994","PER","Persons","3","Thousands",,,10100.63,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","1995","1995","PER","Persons","3","Thousands",,,10130.57,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","1996","1996","PER","Persons","3","Thousands",,,10143.05,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","1997","1997","PER","Persons","3","Thousands",,,10170.23,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","1998","1998","PER","Persons","3","Thousands",,,10192.26,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","1999","1999","PER","Persons","3","Thousands",,,10213.75,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","2000","2000","PER","Persons","3","Thousands",,,10239.08,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","2001","2001","PER","Persons","3","Thousands",,,10263.41,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","2002","2002","PER","Persons","3","Thousands",,,10309.72,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","2003","2003","PER","Persons","3","Thousands",,,10355.84,,
"BEL","Belgium","YVPO01L1_ST","Population at 1 January","A","Annual","2004","2004","PER","Persons","3","Thousands",,,10396.42,,
