"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1993","1993","PER","Persons","3","Thousands",,,17635,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1994","1994","PER","Persons","3","Thousands",,,17805,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1995","1995","PER","Persons","3","Thousands",,,18005,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1996","1996","PER","Persons","3","Thousands",,,18225,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1997","1997","PER","Persons","3","Thousands",,,18423,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1998","1998","PER","Persons","3","Thousands",,,18608,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","1999","1999","PER","Persons","3","Thousands",,,18812,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2000","2000","PER","Persons","3","Thousands",,,19029,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2001","2001","PER","Persons","3","Thousands",,,19275,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2002","2002","PER","Persons","3","Thousands",,,19495,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2003","2003","PER","Persons","3","Thousands",,,19721,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2004","2004","PER","Persons","3","Thousands",,,19933,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2005","2005","PER","Persons","3","Thousands",,,20177,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2006","2006","PER","Persons","3","Thousands",,,20451,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2007","2007","PER","Persons","3","Thousands",,,20828,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2008","2008","PER","Persons","3","Thousands",,,21249,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2009","2009","PER","Persons","3","Thousands",,,21692,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2010","2010","PER","Persons","3","Thousands",,,22032,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2011","2011","PER","Persons","3","Thousands",,,22340,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2012","2012","PER","Persons","3","Thousands",,,22728,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2013","2013","PER","Persons","3","Thousands",,,23126,,
"AUS","Australia","YPTTTTL1_ST","Population mid-year estimates Total","A","Annual","2014","2014","PER","Persons","3","Thousands",,,23491,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1993","1993","PER","Persons","3","Thousands",,,8853,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1994","1994","PER","Persons","3","Thousands",,,8942,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1995","1995","PER","Persons","3","Thousands",,,9044,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1996","1996","PER","Persons","3","Thousands",,,9159,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1997","1997","PER","Persons","3","Thousands",,,9267,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1998","1998","PER","Persons","3","Thousands",,,9364,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","1999","1999","PER","Persons","3","Thousands",,,9472,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2000","2000","PER","Persons","3","Thousands",,,9585,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2001","2001","PER","Persons","3","Thousands",,,9713,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2002","2002","PER","Persons","3","Thousands",,,9820,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2003","2003","PER","Persons","3","Thousands",,,9933,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2004","2004","PER","Persons","3","Thousands",,,10037,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,10157,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,10292,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,10474,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,10677,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,10891,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,11064,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,11222,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,11415,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,11614,,
"AUS","Australia","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,11798,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1993","1993","PER","Persons","3","Thousands",,,8782,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1994","1994","PER","Persons","3","Thousands",,,8864,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1995","1995","PER","Persons","3","Thousands",,,8960,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1996","1996","PER","Persons","3","Thousands",,,9065,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1997","1997","PER","Persons","3","Thousands",,,9156,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1998","1998","PER","Persons","3","Thousands",,,9243,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1999","1999","PER","Persons","3","Thousands",,,9340,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2000","2000","PER","Persons","3","Thousands",,,9443,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2001","2001","PER","Persons","3","Thousands",,,9562,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2002","2002","PER","Persons","3","Thousands",,,9675,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2003","2003","PER","Persons","3","Thousands",,,9788,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2004","2004","PER","Persons","3","Thousands",,,9896,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,10020,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,10159,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,10354,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,10572,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,10801,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,10968,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,11118,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,11313,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,11512,,
"AUS","Australia","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,11693,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","1993","1993","PER","Persons","3","Thousands",,,17557,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","1994","1994","PER","Persons","3","Thousands",,,17719,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","1995","1995","PER","Persons","3","Thousands",,,17893,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","1996","1996","PER","Persons","3","Thousands",,,18120,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","1997","1997","PER","Persons","3","Thousands",,,18330,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","1998","1998","PER","Persons","3","Thousands",,,18510,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","1999","1999","PER","Persons","3","Thousands",,,18706,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2000","2000","PER","Persons","3","Thousands",,,18919,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2001","2001","PER","Persons","3","Thousands",,,19141,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2002","2002","PER","Persons","3","Thousands",,,19386,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2003","2003","PER","Persons","3","Thousands",,,19605,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2004","2004","PER","Persons","3","Thousands",,,19827,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2005","2005","PER","Persons","3","Thousands",,,20046,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2006","2006","PER","Persons","3","Thousands",,,20312,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2007","2007","PER","Persons","3","Thousands",,,20628,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2008","2008","PER","Persons","3","Thousands",,,21016,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2009","2009","PER","Persons","3","Thousands",,,21476,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2010","2010","PER","Persons","3","Thousands",,,21866,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2011","2011","PER","Persons","3","Thousands",,,22172,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2012","2012","PER","Persons","3","Thousands",,,22520,,
"AUS","Australia","YVPO01L1_ST","Population at 1 January","A","Annual","2013","2013","PER","Persons","3","Thousands",,,22921,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","1993","1993","PER","Persons","3","Thousands",,,17719,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","1994","1994","PER","Persons","3","Thousands",,,17893,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","1995","1995","PER","Persons","3","Thousands",,,18120,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","1996","1996","PER","Persons","3","Thousands",,,18330,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","1997","1997","PER","Persons","3","Thousands",,,18510,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","1998","1998","PER","Persons","3","Thousands",,,18706,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","1999","1999","PER","Persons","3","Thousands",,,18919,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2000","2000","PER","Persons","3","Thousands",,,19141,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2001","2001","PER","Persons","3","Thousands",,,19386,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2002","2002","PER","Persons","3","Thousands",,,19605,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2003","2003","PER","Persons","3","Thousands",,,19827,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2004","2004","PER","Persons","3","Thousands",,,20046,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2005","2005","PER","Persons","3","Thousands",,,20312,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2006","2006","PER","Persons","3","Thousands",,,20628,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2007","2007","PER","Persons","3","Thousands",,,21016,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2008","2008","PER","Persons","3","Thousands",,,21476,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2009","2009","PER","Persons","3","Thousands",,,21866,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2010","2010","PER","Persons","3","Thousands",,,22172,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2011","2011","PER","Persons","3","Thousands",,,22520,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2012","2012","PER","Persons","3","Thousands",,,22921,,
"AUS","Australia","YVPO12L1_ST","Population 31st December","A","Annual","2013","2013","PER","Persons","3","Thousands",,,23311,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","1993","1993","PER","Persons","3","Thousands",,,162,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","1994","1994","PER","Persons","3","Thousands",,,174,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","1995","1995","PER","Persons","3","Thousands",,,227,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","1996","1996","PER","Persons","3","Thousands",,,210,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","1997","1997","PER","Persons","3","Thousands",,,180,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","1998","1998","PER","Persons","3","Thousands",,,196,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","1999","1999","PER","Persons","3","Thousands",,,213,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2000","2000","PER","Persons","3","Thousands",,,222,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2001","2001","PER","Persons","3","Thousands",,,245,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2002","2002","PER","Persons","3","Thousands",,,219,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2003","2003","PER","Persons","3","Thousands",,,222,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2004","2004","PER","Persons","3","Thousands",,,219,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2005","2005","PER","Persons","3","Thousands",,,266,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2006","2006","PER","Persons","3","Thousands",,,316,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2007","2007","PER","Persons","3","Thousands",,,388,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2008","2008","PER","Persons","3","Thousands",,,460,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2009","2009","PER","Persons","3","Thousands",,,390,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2010","2010","PER","Persons","3","Thousands",,,306,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2011","2011","PER","Persons","3","Thousands",,,348,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2012","2012","PER","Persons","3","Thousands",,,401,,
"AUS","Australia","YVPOI1L1_ST","Total increase","A","Annual","2013","2013","PER","Persons","3","Thousands",,,390,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","1993","1993","PER","Persons","3","Thousands",,,259,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","1994","1994","PER","Persons","3","Thousands",,,259,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","1995","1995","PER","Persons","3","Thousands",,,255,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","1996","1996","PER","Persons","3","Thousands",,,253,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","1997","1997","PER","Persons","3","Thousands",,,252,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","1998","1998","PER","Persons","3","Thousands",,,249,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","1999","1999","PER","Persons","3","Thousands",,,251,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2000","2000","PER","Persons","3","Thousands",,,251,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2001","2001","PER","Persons","3","Thousands",,,248,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2002","2002","PER","Persons","3","Thousands",,,250,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2003","2003","PER","Persons","3","Thousands",,,251,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2004","2004","PER","Persons","3","Thousands",,,252,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2005","2005","PER","Persons","3","Thousands",,,266,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2006","2006","PER","Persons","3","Thousands",,,274,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2007","2007","PER","Persons","3","Thousands",,,293,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2008","2008","PER","Persons","3","Thousands",,,298,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2009","2009","PER","Persons","3","Thousands",,,301,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2010","2010","PER","Persons","3","Thousands",,,301,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2011","2011","PER","Persons","3","Thousands",,,303,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2012","2012","PER","Persons","3","Thousands",,,312,,
"AUS","Australia","YVPOBIL1_ST","Births","A","Annual","2013","2013","PER","Persons","3","Thousands",,,305,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","1993","1993","PER","Persons","3","Thousands",,,121,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","1994","1994","PER","Persons","3","Thousands",,,127,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","1995","1995","PER","Persons","3","Thousands",,,125,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","1996","1996","PER","Persons","3","Thousands",,,128,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","1997","1997","PER","Persons","3","Thousands",,,129,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","1998","1998","PER","Persons","3","Thousands",,,127,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","1999","1999","PER","Persons","3","Thousands",,,128,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2000","2000","PER","Persons","3","Thousands",,,129,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2001","2001","PER","Persons","3","Thousands",,,129,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2002","2002","PER","Persons","3","Thousands",,,133,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2003","2003","PER","Persons","3","Thousands",,,132,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2004","2004","PER","Persons","3","Thousands",,,132,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2005","2005","PER","Persons","3","Thousands",,,131,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2006","2006","PER","Persons","3","Thousands",,,134,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2007","2007","PER","Persons","3","Thousands",,,140,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2008","2008","PER","Persons","3","Thousands",,,142,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2009","2009","PER","Persons","3","Thousands",,,142,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2010","2010","PER","Persons","3","Thousands",,,143,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2011","2011","PER","Persons","3","Thousands",,,147,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2012","2012","PER","Persons","3","Thousands",,,149,,
"AUS","Australia","YVPODEL1_ST","Deaths","A","Annual","2013","2013","PER","Persons","3","Thousands",,,147,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","1993","1993","PER","Persons","3","Thousands",,,138,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","1994","1994","PER","Persons","3","Thousands",,,132,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","1995","1995","PER","Persons","3","Thousands",,,130,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","1996","1996","PER","Persons","3","Thousands",,,125,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","1997","1997","PER","Persons","3","Thousands",,,123,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","1998","1998","PER","Persons","3","Thousands",,,122,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","1999","1999","PER","Persons","3","Thousands",,,123,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2000","2000","PER","Persons","3","Thousands",,,122,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2001","2001","PER","Persons","3","Thousands",,,119,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2002","2002","PER","Persons","3","Thousands",,,117,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2003","2003","PER","Persons","3","Thousands",,,119,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2004","2004","PER","Persons","3","Thousands",,,120,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2005","2005","PER","Persons","3","Thousands",,,135,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2006","2006","PER","Persons","3","Thousands",,,140,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2007","2007","PER","Persons","3","Thousands",,,153,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2008","2008","PER","Persons","3","Thousands",,,156,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2009","2009","PER","Persons","3","Thousands",,,159,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2010","2010","PER","Persons","3","Thousands",,,158,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2011","2011","PER","Persons","3","Thousands",,,156,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2012","2012","PER","Persons","3","Thousands",,,163,,
"AUS","Australia","YVPOI2L1_ST","Natural increase","A","Annual","2013","2013","PER","Persons","3","Thousands",,,158,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","1993","1993",,,"0","Units",,,35,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","1994","1994",,,"0","Units",,,56,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","1995","1995",,,"0","Units",,,107,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","1996","1996",,,"0","Units",,,97,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","1997","1997",,,"0","Units",,,72,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","1998","1998",,,"0","Units",,,89,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","1999","1999",,,"0","Units",,,104,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2000","2000",,,"0","Units",,,111,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2001","2001",,,"0","Units",,,136,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2002","2002",,,"0","Units",,,110,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2003","2003",,,"0","Units",,,110,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2004","2004",,,"0","Units",,,106,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2005","2005",,,"0","Units",,,137,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2006","2006",,,"0","Units",,,182,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2007","2007",,,"0","Units",,,244,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2008","2008",,,"0","Units",,,316,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2009","2009",,,"0","Units",,,247,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2010","2010",,,"0","Units",,,172,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2011","2011",,,"0","Units",,,206,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2012","2012",,,"0","Units",,,237,,
"AUS","Australia","YVPOMIL1_ST","Net migration","A","Annual","2013","2013",,,"0","Units",,,232,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","1993","1993","PER","Persons","3","Thousands",,,-11,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","1994","1994","PER","Persons","3","Thousands",,,-13,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","1995","1995","PER","Persons","3","Thousands",,,-11,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","1996","1996","PER","Persons","3","Thousands",,,-12,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","1997","1997","PER","Persons","3","Thousands",,,-15,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","1998","1998","PER","Persons","3","Thousands",,,-15,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","1999","1999","PER","Persons","3","Thousands",,,-14,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2000","2000","PER","Persons","3","Thousands",,,-11,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2001","2001","PER","Persons","3","Thousands",,,-10,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2002","2002","PER","Persons","3","Thousands",,,-9,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2003","2003","PER","Persons","3","Thousands",,,-7,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2004","2004","PER","Persons","3","Thousands",,,-7,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2005","2005","PER","Persons","3","Thousands",,,-6,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2006","2006","PER","Persons","3","Thousands",,,-6,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2007","2007","PER","Persons","3","Thousands",,,-9,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2008","2008","PER","Persons","3","Thousands",,,-12,,
"AUS","Australia","YVPOSAL1_ST","Statistical adjustments","A","Annual","2009","2009","PER","Persons","3","Thousands",,,-16,,
